desc1,desc2,value,date
Other food and drink,Ice cream products including takeaways,77,2014
Other food and drink,Soya and novel protein foods,0,1974
Other food and drink,Soya and novel protein foods,0,1975
Other food and drink,Soya and novel protein foods,0,1976
Other food and drink,Soya and novel protein foods,2,1977
Other food and drink,Soya and novel protein foods,1,1978
Other food and drink,Soya and novel protein foods,1,1979
Other food and drink,Soya and novel protein foods,1,1980
Other food and drink,Soya and novel protein foods,1,1981
Other food and drink,Soya and novel protein foods,0,1982
Other food and drink,Soya and novel protein foods,0,1983
Other food and drink,Soya and novel protein foods,1,1984
Other food and drink,Soya and novel protein foods,1,1985
Other food and drink,Soya and novel protein foods,1,1986
Other food and drink,Soya and novel protein foods,1,1987
Other food and drink,Soya and novel protein foods,1,1988
Other food and drink,Soya and novel protein foods,1,1989
Other food and drink,Soya and novel protein foods,0,1990
Other food and drink,Soya and novel protein foods,2,1991
Other food and drink,Soya and novel protein foods,2,1992
Other food and drink,Soya and novel protein foods,2,1993
Other food and drink,Soya and novel protein foods,3,1994
Other food and drink,Soya and novel protein foods,3,1995
Other food and drink,Soya and novel protein foods,5,1996
Other food and drink,Soya and novel protein foods,6,1997
Other food and drink,Soya and novel protein foods,5,1998
Other food and drink,Soya and novel protein foods,5,1999
Other food and drink,Soya and novel protein foods,5,2000
Other food and drink,Soya and novel protein foods,5,2001
Other food and drink,Soya and novel protein foods,5,2002
Other food and drink,Soya and novel protein foods,5,2003
Other food and drink,Soya and novel protein foods,6,2004
Other food and drink,Soya and novel protein foods,6,2005
Other food and drink,Soya and novel protein foods,5,2006
Other food and drink,Soya and novel protein foods,6,2007
Other food and drink,Soya and novel protein foods,6,2008
Other food and drink,Soya and novel protein foods,7,2009
Other food and drink,Soya and novel protein foods,7,2010
Other food and drink,Soya and novel protein foods,7,2011
Other food and drink,Soya and novel protein foods,7,2012
Other food and drink,Soya and novel protein foods,6,2013
Other food and drink,Soya and novel protein foods,8,2014
Other food and drink,Salt,37,1974
Other food and drink,Salt,25,1975
Other food and drink,Salt,26,1976
Other food and drink,Salt,29,1977
Other food and drink,Salt,27,1978
Other food and drink,Salt,30,1979
Other food and drink,Salt,32,1980
Other food and drink,Salt,34,1981
Other food and drink,Salt,28,1982
Other food and drink,Salt,27,1983
Other food and drink,Salt,26,1984
Other food and drink,Salt,27,1985
Other food and drink,Salt,24,1986
Other food and drink,Salt,20,1987
Other food and drink,Salt,17,1988
Other food and drink,Salt,15,1989
Other food and drink,Salt,15,1990
Other food and drink,Salt,15,1991
Other food and drink,Salt,15,1992
Other food and drink,Salt,14,1993
Other food and drink,Salt,14,1994
Other food and drink,Salt,13,1995
Other food and drink,Salt,15,1996
Other food and drink,Salt,12,1997
Other food and drink,Salt,9,1998
Other food and drink,Salt,11,1999
Other food and drink,Salt,9,2000
Other food and drink,Salt,12,2001
Other food and drink,Salt,11,2002
Other food and drink,Salt,10,2003
Other food and drink,Salt,9,2004
